3500.0000000	0.0000157
3510.0000000	0.0002195
3520.0000000	0.0003449
3530.0000000	0.0002352
3540.0000000	0.0001882
3550.0000000	0.0003920
3560.0000000	0.0001568
3570.0000000	0.0000941
3580.0000000	0.0000627
3590.0000000	0.0000157
3600.0000000	0.0001569
3610.0000000	-0.0000477
3620.0000000	0.0000644
3630.0000000	0.0002118
3640.0000000	0.0001320
3650.0000000	0.0003005
3660.0000000	0.0003041
3670.0000000	0.0001710
3680.0000000	0.0002422
3690.0000000	0.0002100
3700.0000000	0.0002478
3710.0000000	0.0001435
3720.0000000	-0.0000727
3730.0000000	-0.0000184
3740.0000000	0.0000560
3750.0000000	0.0000757
3760.0000000	0.0000767
3770.0000000	0.0000388
3780.0000000	0.0000590
3790.0000000	0.0000797
3800.0000000	0.0000807
3810.0000000	0.0000206
3820.0000000	-0.0000211
3830.0000000	0.0000216
3840.0000000	0.0000445
3850.0000000	0.0000684
3860.0000000	0.0000935
3870.0000000	0.0001191
3880.0000000	0.0001214
3890.0000000	0.0000746
3900.0000000	0.0001528
3910.0000000	0.0003624
3920.0000000	0.0004997
3930.0000000	0.0008882
3940.0000000	0.0025883
3950.0000000	0.0063800
3960.0000000	0.0140243
3970.0000000	0.0281256
3980.0000000	0.0554179
3990.0000000	0.1057266
4000.0000000	0.1768926
4010.0000000	0.2457632
4020.0000000	0.2900053
4030.0000000	0.3097232
4040.0000000	0.3175645
4050.0000000	0.3222560
4060.0000000	0.3260318
4070.0000000	0.3307250
4080.0000000	0.3371974
4090.0000000	0.3420318
4100.0000000	0.3477051
4110.0000000	0.3500038
4120.0000000	0.3526603
4130.0000000	0.3564804
4140.0000000	0.3610333
4150.0000000	0.3654722
4160.0000000	0.3700374
4170.0000000	0.3738194
4180.0000000	0.3773670
4190.0000000	0.3825257
4200.0000000	0.3871981
4210.0000000	0.3897353
4220.0000000	0.3934729
4230.0000000	0.3960875
4240.0000000	0.3986133
4250.0000000	0.4028227
4260.0000000	0.4032059
4270.0000000	0.4061772
4280.0000000	0.4071781
4290.0000000	0.4091163
4300.0000000	0.4135490
4310.0000000	0.4184640
4320.0000000	0.4234929
4330.0000000	0.4267783
4340.0000000	0.4302426
4350.0000000	0.4337550
4360.0000000	0.4367384
4370.0000000	0.4377224
4380.0000000	0.4380985
4390.0000000	0.4436648
4400.0000000	0.4498193
4410.0000000	0.4519971
4420.0000000	0.4532008
4430.0000000	0.4557549
4440.0000000	0.4577974
4450.0000000	0.4593454
4460.0000000	0.4627770
4470.0000000	0.4646567
4480.0000000	0.4657248
4490.0000000	0.4697776
4500.0000000	0.4730311
4510.0000000	0.4746745
4520.0000000	0.4749506
4530.0000000	0.4775788
4540.0000000	0.4815417
4550.0000000	0.4827308
4560.0000000	0.4842576
4570.0000000	0.4873504
4580.0000000	0.4907032
4590.0000000	0.4919688
4600.0000000	0.4941368
4610.0000000	0.4961628
4620.0000000	0.4982404
4630.0000000	0.5000018
4640.0000000	0.5013520
4650.0000000	0.5017830
4660.0000000	0.5032445
4670.0000000	0.5053993
4680.0000000	0.5070899
4690.0000000	0.5090724
4700.0000000	0.5104295
4710.0000000	0.5120412
4720.0000000	0.5128115
4730.0000000	0.5143838
4740.0000000	0.5151608
4750.0000000	0.5136541
4760.0000000	0.5141582
4770.0000000	0.5160495
4780.0000000	0.5193357
4790.0000000	0.5214633
4800.0000000	0.5223014
4810.0000000	0.5229370
4820.0000000	0.5246495
4830.0000000	0.5255511
4840.0000000	0.5257444
4850.0000000	0.5280408
4860.0000000	0.5282100
4870.0000000	0.5294734
4880.0000000	0.5338177
4890.0000000	0.5341278
4900.0000000	0.5347091
4910.0000000	0.5370442
4920.0000000	0.5377691
4930.0000000	0.5380710
4940.0000000	0.5380887
4950.0000000	0.5399506
4960.0000000	0.5413093
4970.0000000	0.5427100
4980.0000000	0.5440533
4990.0000000	0.5485554
5000.0000000	0.5519385
5010.0000000	0.5535125
5020.0000000	0.5544025
5030.0000000	0.5536980
5040.0000000	0.5531606
5050.0000000	0.5525039
5060.0000000	0.5535110
5070.0000000	0.5556500
5080.0000000	0.5591830
5090.0000000	0.5617627
5100.0000000	0.5625491
5110.0000000	0.5638759
5120.0000000	0.5647953
5130.0000000	0.5660060
5140.0000000	0.5671004
5150.0000000	0.5681807
5160.0000000	0.5694379
5170.0000000	0.5713250
5180.0000000	0.5726237
5190.0000000	0.5727881
5200.0000000	0.5739612
5210.0000000	0.5755176
5220.0000000	0.5770771
5230.0000000	0.5776370
5240.0000000	0.5779561
5250.0000000	0.5777139
5260.0000000	0.5804205
5270.0000000	0.5820955
5280.0000000	0.5820168
5290.0000000	0.5846150
5300.0000000	0.5850299
5310.0000000	0.5841738
5320.0000000	0.5847159
5330.0000000	0.5872106
5340.0000000	0.5907569
5350.0000000	0.5940244
5360.0000000	0.5930499
5370.0000000	0.5945971
5380.0000000	0.5975690
5390.0000000	0.5982075
5400.0000000	0.5976045
5410.0000000	0.5947541
5420.0000000	0.5846100
5430.0000000	0.5620495
5440.0000000	0.5183093
5450.0000000	0.4540734
5460.0000000	0.3742444
5470.0000000	0.2885703
5480.0000000	0.2094599
5490.0000000	0.1432572
5500.0000000	0.0922982
5510.0000000	0.0551874
5520.0000000	0.0307768
5530.0000000	0.0163001
5540.0000000	0.0086708
5550.0000000	0.0048164
5560.0000000	0.0029825
5570.0000000	0.0020317
5580.0000000	0.0014611
5590.0000000	0.0011457
5600.0000000	0.0009566
5610.0000000	0.0006385
5620.0000000	0.0004475
5630.0000000	0.0003201
5640.0000000	0.0002565
5650.0000000	0.0001925
5660.0000000	0.0001926
5670.0000000	0.0001930
5680.0000000	0.0001934
5690.0000000	0.0001935
5700.0000000	0.0001291
5710.0000000	0.0001937
5720.0000000	0.0001938
5730.0000000	0.0001942
5740.0000000	0.0001946
5750.0000000	0.0001948
5760.0000000	0.0002598
5770.0000000	0.0000650
5780.0000000	0.0000650
5790.0000000	0.0001953
5800.0000000	0.0001304
5810.0000000	0.0001958
5820.0000000	0.0002612
5830.0000000	0.0001306
5840.0000000	0.0000653
5850.0000000	0.0001307
5860.0000000	0.0001308
5870.0000000	0.0000654
5880.0000000	0.0000654
5890.0000000	0.0001960
5900.0000000	0.0001307
5910.0000000	0.0000654
5920.0000000	0.0001308
5930.0000000	0.0001311
5940.0000000	0.0001971
5950.0000000	0.0001313
5960.0000000	0.0001968
5970.0000000	0.0001967
5980.0000000	0.0000656
5990.0000000	0.0000655
6000.0000000	0.0000655
